particle_no,perimeter,convex_perimeter,area,convex_area,solidity,convexity,equivalent_diameter,circularity,compactness,min_feret,max_feret,minor_dim,major_dim,aspect_ratio,feret_ratio,fiber_length,curl,fiber_average_diameter,fiber_elongation
23,79.69848480983497,69.31391702000693,178.5,214.5,0.8321678321678322,0.869701816607854,15.07558485549488,0.46688207489885813,0.35314084732635187,10.198039027185569,30.364452901377952,31.563636779785156,1182.509033203125,37.4642833920982,0.3358545289884929,32,0.948889153168061,5.578125,0.17431640625
24,113.88225099390849,94.18553563017232,496.0,567.5,0.8740088105726872,0.8270431503431581,25.13019725725687,0.7026242207306037,0.4805952287280076,20.518284528683193,38.897300677553446,39.61818313598633,2942.509033203125,74.27168033181107,0.5274989310639678,24,1.6207208615647268,20.666666666666668,0.8611111111111112
25,70.18376618407353,58.41922097691735,168.5,198.0,0.851010101010101,0.8323751225276101,14.647213499088313,0.6204377961918178,0.4298693000205439,10.44030650891055,24.515301344262525,26.290908813476562,1100.0,41.83955784123167,0.4258689853451042,25,0.980612053770501,6.74,0.2696
26,39.79898987322332,36.590234735086376,80.0,91.5,0.8743169398907104,0.9193759653609754,10.092530088080641,0.7508781378188646,0.634681372155733,9.055385138137417,13.601470508735444,14.472726821899414,539.0,37.24246347166671,0.6657651562249584,9,1.5112745009706048,8.88888888888889,0.9876543209876544
27,61.45584412271569,56.047660048095246,134.0,182.0,0.7362637362637363,0.9119988643582647,13.061933202803933,0.5360430761378954,0.44584950195465906,10.198039027185569,22.360679774997898,23.14545440673828,896.5090942382812,38.733700297423525,0.45607017003965516,24,0.9316949906249125,5.583333333333333,0.23263888888888887
28,33.798989873223334,26.887721638257442,25.0,44.5,0.5617977528089888,0.7955184974199118,5.641895835477563,0.4345521129934841,0.27500616553706486,5.385164807134504,10.295630140987,11.145454406738281,225.50909423828125,20.23327950648147,0.5230534443633627,10,1.0295630140987,2.5,0.25
29,86.32590180780444,59.995333074993425,156.5,228.5,0.6849015317286652,0.6949864619841069,14.1160188704554,0.5463730486367595,0.2639015603561566,15.132745950421556,21.095023109728988,22.618181228637695,1006.5090942382812,44.50000130708581,0.7173609562647201,20,1.0547511554864495,7.825,0.39125
30,103.39696961966992,70.27460450942755,195.0,318.0,0.6132075471698113,0.6796582604685808,15.756957549709801,0.49618959738347745,0.2292075158413856,17.88854381999832,27.784887978899608,29.200000762939453,1303.509033203125,44.640719148799974,0.6438227799796505,31,0.8962867089967615,6.290322580645161,0.20291363163371487
31,105.8406204335659,93.44528515838414,328.5,423.5,0.7756788665879575,0.8828867855800026,20.451386027492145,0.4727488168347329,0.3685025384863575,16.401219466856727,41.19465984809196,42.20000076293945,2068.0,49.00473845052966,0.3981394561173053,43,0.9580153453044642,7.6395348837209305,0.17766360194699837
32,61.69848480983498,56.75162527123528,182.5,199.5,0.9147869674185464,0.9198220255514095,15.243563130520608,0.7120592389971809,0.6024537822768414,12.041594578792296,23.194827009486403,24.236364364624023,1160.509033203125,47.88296692291983,0.5191500058986183,15,1.5463218006324269,12.166666666666666,0.8111111111111111
33,10.82842712474619,10.650281539872886,7.0,7.5,0.9333333333333333,0.9835483415254106,2.985410660720923,0.7755070085667624,0.7502001521196195,3.0,3.605551275463989,5.472727298736572,77.0,14.069767374993477,0.8320502943378437,2,1.8027756377319946,3.5,1.75
34,134.509667991878,115.85277370560185,274.0,410.0,0.6682926829268293,0.8612970014363377,18.677998695187732,0.2565355487757108,0.19030641381928262,9.848857801796104,54.817880294662984,55.94545364379883,1815.0,32.44231446501427,0.17966506090449796,44,1.2458609157877951,6.2272727272727275,0.1415289256198347
35,66.52691193458115,58.26090496886271,196.5,231.5,0.8488120950323974,0.875749426429912,15.817445133157866,0.7274748208130835,0.5579273987651289,13.601470508735444,22.80350850198276,23.636363983154297,1248.509033203125,52.821535245139266,0.596463939202724,16,1.4252192813739224,12.28125,0.767578125
36,78.18376618407353,64.03778821003873,212.5,288.0,0.7378472222222222,0.8190675805930103,16.448811606198852,0.6511726500621312,0.43685330376855497,18.24828759089466,23.600847442411894,25.163637161254883,1342.0,53.33092316504678,0.7732047603554091,25,0.9440338976964757,8.5,0.34
37,66.28427124746187,57.670830729840645,186.0,215.0,0.8651162790697674,0.8700530253178117,15.389040103942165,0.7027654361130448,0.531988000557357,13.038404810405298,23.600847442411894,24.600000381469727,1193.509033203125,48.51662661363824,0.5524549422312115,18,1.3111581912451051,10.333333333333334,0.5740740740740741
38,118.71067811865466,81.55152169937318,261.0,437.0,0.597254004576659,0.6869771362763184,18.229523339239496,0.4931581709061651,0.2327398765784348,21.633307652783937,29.68164415931166,31.200000762939453,1694.0,54.29487046718914,0.7288446535060689,35,0.8480469759803331,7.457142857142857,0.21306122448979592
39,430.1147904132626,221.95950583504475,1527.5,2521.5,0.6057902042435058,0.5160471362116652,44.10071886696362,0.38962210148834875,0.10375817611931316,34.058772731852805,98.40731680114035,98.9272689819336,9119.0,92.17883091127625,0.34610000393241214,92,1.069644747838482,16.60326086956522,0.1804702268431002
40,90.91168824543136,58.42185633283862,133.0,229.5,0.579520697167756,0.6426220594993134,13.013103375051497,0.48967823394413995,0.20221904705246171,17.11724276862369,19.924858845171276,20.763635635375977,951.5090942382812,45.82574607585344,0.8590897883711732,23,0.8662982106596206,5.782608695652174,0.2514177693761815
41,45.21320343559641,41.33889464392435,107.5,120.5,0.8921161825726142,0.9143102346819819,11.699284211396439,0.790497696030636,0.6608269877119424,10.770329614269007,15.132745950421556,16.18181800842285,709.5090942382812,43.84606809129681,0.7117234142141252,10,1.5132745950421556,10.75,1.075
42,53.11269837220807,47.59767614554136,109.0,137.0,0.7956204379562044,0.8961637725875263,11.780624362746345,0.604595433284583,0.4855563405399883,11.661903789690601,18.681541692269406,20.254545211791992,720.5090942382812,35.57271154223735,0.6242473978748984,19,0.9832390364352319,5.7368421052631575,0.30193905817174516
43,587.3696244092021,338.2785711867984,1441.5,4477.0,0.32197900379718564,0.5759211187113249,42.8412745344456,0.15829803928471775,0.0525051065268575,64.38167441127949,154.02921800749363,155.03636169433594,9009.0,58.10894877526743,0.41798351795921784,162,0.9507976420215656,8.898148148148149,0.05492684042066759
44,41.79898987322333,33.70399587723788,56.0,75.0,0.7466666666666667,0.8063351765069532,8.444016491289505,0.6194911479715155,0.4027785348723512,7.615773105863909,13.416407864998739,14.672727584838867,412.50909423828125,28.114002107182944,0.5676462121975467,7,1.9166296949998198,8.0,1.1428571428571428
45,92.08326112068518,66.19201308840982,190.0,265.0,0.7169811320754716,0.7188278551696595,15.553633450087505,0.5449445155802237,0.2815801799775319,15.811388300841896,26.419689627245813,27.290908813476562,1270.509033203125,46.55429549402668,0.5984698731864018,28,0.9435603438302076,6.785714285714286,0.2423469387755102
46,50.04163056034262,45.65211383509357,107.5,128.5,0.8365758754863813,0.9122826999021154,11.699284211396439,0.6481813712297837,0.5394552494721087,10.04987562112089,18.110770276274835,20.07272720336914,720.5090942382812,35.89492782611753,0.554911550851388,19,0.9531984355934123,5.657894736842105,0.29778393351800553
47,25.55634918610405,24.52733584216013,35.5,39.5,0.8987341772151899,0.9597355108724437,6.723094811029982,0.7415449157979601,0.6830312755835822,5.656854249492381,9.486832980505138,10.672727584838867,264.0,24.73594476214543,0.5962847939999439,8,1.1858541225631423,4.4375,0.5546875
48,61.11269837220807,45.36843101074096,103.0,139.0,0.7410071942446043,0.74237322551892,11.451797811161432,0.6288391446993958,0.3465645755009546,11.045361017187261,17.204650534085253,18.090909957885742,720.5090942382812,39.82713395376857,0.6419985686605245,20,0.8602325267042626,5.15,0.2575
49,62.526911934581165,47.24242277970853,76.5,134.5,0.5687732342007435,0.7555534300036431,9.869286963719311,0.43073183915179497,0.24588800222330334,14.212670403551895,16.76305461424021,17.472726821899414,577.5090942382812,33.05203017965468,0.8478568334125831,20,0.8381527307120106,3.825,0.19125
50,94.66904755831209,56.129986791017394,147.5,221.0,0.667420814479638,0.5929074839000965,13.704117368456696,0.5883178214121044,0.20681682597706777,14.866068747318506,20.615528128088304,21.909090042114258,1023.0,46.692947905803535,0.7211102550927978,31,0.6650170363899452,4.758064516129032,0.15348595213319458
51,121.43860018001249,82.62818567630167,209.5,415.5,0.5042117930204573,0.680411216481573,16.332289631953525,0.3856003840730298,0.17851733151720145,19.849433241279208,34.0,35.418182373046875,1380.509033203125,38.977410491106625,0.5838068600376237,31,1.096774193548387,6.758064516129032,0.21800208116545264
52,32.38477631085024,29.033454501785748,47.5,57.0,0.8333333333333334,0.8965155177575933,7.776816725043752,0.7081186750526051,0.5691433559902701,7.810249675906654,10.770329614269007,11.981818199157715,346.50909423828125,28.919575349811247,0.725163477407348,9,1.1967032904743342,5.277777777777778,0.5864197530864197
53,98.46803743153538,56.929688241732165,137.5,227.5,0.6043956043956044,0.5781539850564734,13.231418571003069,0.5331322458859674,0.17820586700111124,14.317821063276353,21.633307652783937,22.454545974731445,951.5090942382812,42.37489795202422,0.6618415127764259,25,0.8653323061113575,5.5,0.22
54,44.870057685088796,33.974996788114545,59.5,84.5,0.7041420118343196,0.7571863853298567,8.703892974511014,0.647750834341305,0.37137577748791134,9.433981132056603,12.206555615733702,13.145454406738281,434.50909423828125,33.053942510770455,0.7728618480955123,13,0.9389658165949002,4.576923076923077,0.35207100591715973
55,36.970562748477136,34.48260557775123,67.0,75.0,0.8933333333333333,0.9327043738107993,9.23618154310838,0.7080835702903828,0.6159884147646847,7.0710678118654755,13.601470508735444,14.472726821899414,451.0,31.162061272210924,0.5198752449100363,1,13.601470508735444,67.0,67.0
56,213.13708498984795,155.06632183189427,1102.0,1540.0,0.7155844155844155,0.7275426603459474,37.45810964661924,0.5759124768772383,0.304841026238466,33.52610922848042,55.97320787662612,57.14545440673828,6512.0,113.95482051206054,0.5989670862241327,67,0.835421013083972,16.44776119402985,0.24548897304522166
57,37.45584412271571,33.69984051090951,59.0,73.0,0.8082191780821918,0.8997218271332907,8.667244841319219,0.6528391409338539,0.5284728708296079,7.211102550927978,13.0,14.254545211791992,418.0,29.323980091221138,0.5547001962252291,10,1.3,5.9,0.5900000000000001
58,81.74011537017756,67.44373835899553,279.0,328.0,0.850609756097561,0.82509962279307,18.847647942942654,0.7707806394268155,0.5247392794378812,18.788294228055936,24.351591323771842,24.727272033691406,1716.0,69.39706077006454,0.7715427701726804,24,1.0146496384904935,11.625,0.484375
59,35.21320343559643,32.89560692499619,62.5,70.5,0.8865248226950354,0.9341838775094963,8.920620580763856,0.7257951708584006,0.6334010950480988,7.615773105863909,13.341664064126334,14.163636207580566,429.0,30.288832169410952,0.5708263279047433,1,13.341664064126334,62.5,62.5
60,23.899494936611667,22.46284073991415,28.5,32.5,0.8769230769230769,0.9398876754296299,6.023896332520351,0.709782631738511,0.6270140574245079,5.385164807134504,8.94427190999916,9.781818389892578,225.50909423828125,23.05390319567748,0.6020797289396147,7,1.2777531299998799,4.071428571428571,0.5816326530612245
61,88.66904755831209,60.66727005501308,139.5,196.5,0.7099236641221374,0.6841989592266231,13.327299669871433,0.476294060939957,0.22296668894719462,9.848857801796104,26.1725046566048,27.654544830322266,968.0,35.003288101079896,0.3763055134010906,23,1.137934985069774,6.065217391304348,0.2637051039697543
62,16.72792206135786,14.82842712474619,8.5,12.0,0.7083333333333334,0.8864476454610238,3.2897623212397704,0.48577886454788055,0.38171989617722585,2.8284271247461903,6.4031242374328485,7.400000095367432,93.50909423828125,12.6363639234032,0.4417261042993862,1,6.4031242374328485,8.5,8.5
63,34.384776310850235,31.38646279068956,49.5,62.5,0.792,0.9128011334709615,7.938851142601841,0.631437419213873,0.5261173890205907,8.06225774829855,11.704699910719626,12.92727279663086,357.50909423828125,27.65541501773338,0.6888051645745156,12,0.9753916592266355,4.125,0.34375
64,54.04163056034261,47.71952044934337,85.5,111.5,0.7668161434977578,0.8830140755294198,10.433694507453072,0.47182813855741274,0.3678909380308423,7.280109889280518,20.396078054371138,21.909090042114258,605.0,27.614108976550476,0.35693675371674205,20,1.0198039027185568,4.275,0.21375000000000002
65,38.04163056034261,34.973445181847985,79.5,90.0,0.8833333333333333,0.9193466385824921,10.060941497019325,0.8167707197913172,0.6903331763809067,10.04987562112089,12.36931687685298,13.272727012634277,533.5090942382812,40.19589144946892,0.8124842884353201,9,1.3743685418725535,8.833333333333334,0.9814814814814815
66,14.242640687119286,12.650281539872886,6.5,8.5,0.7647058823529411,0.8881977589530505,2.876813695875796,0.5104143060682835,0.40266342618775053,2.23606797749979,5.0990195135927845,6.836363792419434,82.50909423828125,12.069149147646623,0.43852900965351466,5,1.0198039027185568,1.3,0.26
67,19.899494936611667,19.430241414982927,21.5,23.5,0.9148936170212766,0.976418822531752,5.232078956954491,0.715635589899211,0.6822824750674125,5.0,7.280109889280518,9.145454406738281,176.0,19.244533095077806,0.6868028197434451,6,1.2133516482134197,3.5833333333333335,0.5972222222222222
68,39.556349186104036,39.061772596780045,108.5,111.0,0.9774774774774775,0.9874969101168282,11.753573524837677,0.8935846655760947,0.871379218431584,11.40175425099138,13.416407864998739,14.163636207580566,704.0,49.704750226725665,0.8498365855987974,3,4.47213595499958,36.166666666666664,12.055555555555555
69,118.81118318204301,104.61372414015538,372.5,454.0,0.8204845814977973,0.8805040177056884,21.778010249190537,0.42771926858949194,0.3316053276794764,13.038404810405298,48.46648326421054,49.672725677490234,2326.509033203125,46.83674997640424,0.26901899895083464,45,1.0770329614269007,8.277777777777779,0.18395061728395062
70,75.8406204335659,61.446726294181815,206.5,240.5,0.8586278586278586,0.8102086446933447,16.214930341750197,0.6872779652690506,0.45115540591052233,12.36931687685298,24.331050121192877,25.527273178100586,1320.0,51.70940079618083,0.5083757920534238,25,0.9732420048477151,8.26,0.33039999999999997
71,96.42640687119278,77.19554213668192,210.0,316.0,0.6645569620253164,0.8005643333760262,16.351767622932517,0.44283783170022917,0.28381620638942,13.601470508735444,31.953090617340916,33.05454635620117,1397.0,42.26347519477958,0.42566995072939634,29,1.1018307109427903,7.241379310344827,0.2497027348394768
72,8.82842712474619,8.650281539872886,4.0,4.5,0.8888888888888888,0.9798213676846287,2.256758334191025,0.6717526217265484,0.6449160457581656,2.23606797749979,3.1622776601683795,4.163636207580566,55.0,13.209607482004238,0.7071067811865475,3,1.0540925533894598,1.3333333333333333,0.4444444444444444
73,64.18376618407353,45.89144391851992,72.5,131.0,0.5534351145038168,0.7150007961032887,9.607802401865856,0.43259791873172765,0.22115536348535653,9.433981132056603,18.027756377319946,18.763635635375977,544.5090942382812,29.019381148698727,0.5233031185136907,17,1.0604562574894085,4.264705882352941,0.2508650519031142
74,105.29646455628156,64.03921261924076,121.5,246.0,0.49390243902439024,0.6081800836248537,12.437789380968077,0.37230097618204544,0.13770780722926412,12.083045973594572,25.632011235952593,27.0,891.0,33.0,0.4714045207910317,23,1.1144352711283736,5.282608695652174,0.22967863894139887
75,14.485281374238573,14.12899020449196,11.0,12.0,0.9166666666666666,0.9754032275561964,3.742410318509555,0.69243705579039,0.6587925476643463,3.1622776601683795,5.830951894845301,6.836363792419434,104.50909423828125,15.287234180569376,0.5423261445466404,5,1.1661903789690602,2.2,0.44000000000000006
76,23.89949493661167,22.31261144547348,24.5,30.5,0.8032786885245902,0.9336017980569438,5.585191925620057,0.6184080625439146,0.5390120844526469,5.0,8.54400374531753,10.218181610107422,203.50909423828125,19.91637083813211,0.5852057359806528,7,1.22057196361679,3.5,0.5
77,37.21320343559643,34.33581169138634,73.5,83.0,0.8855421686746988,0.9226782034717896,9.673836185197393,0.7834342718782733,0.666965068466447,8.94427190999916,12.806248474865697,13.800000190734863,484.0,35.07246328336656,0.6984302957695783,1,12.806248474865697,73.5,73.5
78,24.72792206135786,22.236227905404693,28.5,34.0,0.8382352941176471,0.8992356029847361,6.023896332520351,0.724323358450601,0.5857057364652369,5.0990195135927845,8.54400374531753,10.145454406738281,225.50909423828125,22.227599198366654,0.5967950934463552,7,1.22057196361679,4.071428571428571,0.5816326530612245
79,66.52691193458116,51.52976663761477,139.5,177.0,0.788135593220339,0.7745702474253766,13.327299669871433,0.660188143227921,0.39608586324547296,13.038404810405298,19.313207915827967,20.327272415161133,935.0,45.99731734310938,0.6751030107080135,21,0.9196765674203794,6.642857142857143,0.3163265306122449
80,45.455844122715696,39.32135132100913,77.0,101.5,0.7586206896551724,0.8650450141208362,9.901487006738307,0.6258117605545583,0.4682967405425426,10.0,15.264337522473747,17.527273178100586,533.5090942382812,30.43879608750967,0.6551217820804184,12,1.2720281268728122,6.416666666666667,0.5347222222222222
81,87.49747468305827,75.41037327794142,309.5,356.5,0.8681626928471248,0.8618577113350996,19.851136972363392,0.6839247751425724,0.5080184438506364,14.422205101855956,31.064449134018133,32.109092712402344,1908.509033203125,59.438273460338266,0.46426720910568,23,1.3506282232181797,13.456521739130435,0.5850661625708885
82,44.62741699796951,39.12468022605471,87.0,108.0,0.8055555555555556,0.8766960504981686,10.524820207108489,0.7142126115005081,0.5489409313221828,10.04987562112089,14.866068747318506,15.981818199157715,583.0,36.47895331650849,0.6760277913374815,7,2.1237241067597865,12.428571428571429,1.7755102040816326
83,112.22539674441609,81.59068656439204,283.0,374.0,0.7566844919786097,0.7270251559030616,18.982275710779543,0.5342138266035489,0.2823670396688254,13.92838827718412,35.510561809129406,36.563636779785156,1815.0,49.639482279384595,0.3922322702763681,33,1.0760776305796789,8.575757575757576,0.2598714416896235
84,150.75230867899737,93.73669862650495,407.5,587.5,0.6936170212765957,0.621792790093199,22.778171886250636,0.5827981568262469,0.22532507975816646,21.400934559032695,37.44329045369811,38.45454406738281,2475.0,64.36170444936566,0.5715559263013172,40,0.9360822613424528,10.1875,0.2546875
85,75.254833995939,66.17714369937619,194.0,244.5,0.7934560327198364,0.8793739908182819,15.716503163191918,0.5566671032585192,0.4304699003709458,13.152946437965905,28.653097563788805,29.381818771362305,1243.0,42.30507340857741,0.45904099578358776,20,1.4326548781894402,9.7,0.485
86,29.55634918610405,27.480902967244717,31.5,40.0,0.7875,0.9297800210103382,6.333012368467128,0.5241534159573514,0.4531258517313949,6.324555320336759,12.083045973594572,12.890909194946289,253.0,19.62623397418588,0.5234239225902138,12,1.0069204977995476,2.625,0.21875
87,50.38477631085023,47.31020619742337,138.5,150.5,0.920265780730897,0.9389781926497358,13.279445656570912,0.777588726671166,0.685584464511836,12.649110640673518,18.35755975068582,19.03636360168457,896.5090942382812,47.09455613460478,0.6890409625495546,13,1.4121199808219862,10.653846153846153,0.8195266272189349
88,9.414213562373096,9.23606797749979,4.5,5.0,0.9,0.9810769552131979,2.393653682408596,0.6629001792701528,0.6380493720798814,2.0,3.605551275463989,5.236363410949707,60.509090423583984,11.55555596027847,0.5547001962252291,3,1.2018504251546631,1.5,0.5
89,93.74011537017755,62.14351631238984,160.0,262.0,0.6106870229007634,0.6629340711496517,14.27299292922217,0.5206408010306258,0.22881204325047624,14.142135623730951,23.08679276123039,24.254545211791992,1078.0,44.445277806153285,0.6125638918316889,24,0.9619496983845996,6.666666666666667,0.2777777777777778
90,71.94112549695424,63.89179442846658,185.0,211.0,0.8767772511848341,0.888112244381992,15.347615963921077,0.569496974406524,0.4491869563180242,10.04987562112089,27.459060435491963,28.472726821899414,1199.0,42.1104732082705,0.36599488335482205,26,1.0561177090573832,7.115384615384615,0.27366863905325445
91,21.899494936611667,20.67004637770997,24.5,27.0,0.9074074074074074,0.9438595016706847,5.585191925620057,0.720597989791172,0.6419596780227761,5.0,8.602325267042627,9.781818389892578,198.0,20.241635257161466,0.5812381937190965,7,1.228903609577518,3.5,0.5
92,168.85281374238582,107.95278696905979,372.0,696.0,0.5344827586206896,0.6393306962225719,21.76338922689847,0.40112994714382394,0.16395935447356402,24.596747752497688,41.88078318274385,42.6363639831543,2431.0,57.01705710553772,0.5873039108454947,50,0.8376156636548769,7.44,0.14880000000000002
93,36.970562748477136,31.841518726754224,51.0,62.5,0.816,0.8612668122847499,8.058239062071396,0.6321097547126593,0.46888670377610325,6.082762530298219,13.038404810405298,14.181818008422852,379.50909423828125,26.760256972193805,0.46652658962113763,13,1.002954216185023,3.923076923076923,0.30177514792899407
94,70.91168824543136,61.30169662996576,173.0,247.5,0.6989898989898989,0.8644794412141957,14.841510746523857,0.5785101433475418,0.4323349218013438,14.317821063276353,22.360679774997898,23.690908432006836,1116.509033203125,47.12816464626158,0.6403124237432849,19,1.1768778828946262,9.105263157894736,0.4792243767313019
95,52.627416997969505,48.37074526286977,109.0,128.5,0.8482490272373541,0.9191168410324229,11.780624362746345,0.5854243797270198,0.49455232967920243,8.602325267042627,21.2602916254693,21.836362838745117,731.5090942382812,33.499585056369185,0.404619344766525,20,1.063014581273465,5.45,0.2725
96,90.4264068711928,66.95453887732175,144.0,227.0,0.6343612334801763,0.7404312655339124,13.540550005146152,0.4036568338305953,0.22130020053609245,12.041594578792296,30.23243291566195,31.600000381469727,1017.5090942382812,32.199654492249614,0.3983005473752042,24,1.2596847048192479,6.0,0.25
97,47.455844122715696,36.793596340571376,58.0,88.0,0.6590909090909091,0.7753227662630361,8.593479713983122,0.5383855296555439,0.32363721249981475,10.0,13.92838827718412,15.236363410949707,440.0,28.87828205015058,0.7179581586177382,14,0.9948848769417228,4.142857142857143,0.2959183673469388
